timestep,buyer,seller,price,quantity
348,MomBot2,BotA,2435.090000,1
349,MomBot1,MomBot2,2430.020000,1
349,MomBot1,BotA,2434.020000,1
350,MomBot2,MomBot1,2428.170000,1
350,MomBot1,MomBot2,2428.170000,1
350,MomBot2,BotA,2432.170000,1
351,MomBot1,MomBot1,2430.450000,1
351,BotA,MomBot2,2430.450000,1
351,BotC,BotB,2434.450000,1
352,MomBot1,MomBot1,2429.030000,1
352,MomBot2,MomBot2,2429.030000,1
353,MomBot2,MomBot2,2431.980000,1
354,MomBot2,MomBot2,2430.230000,1
354,MomBot2,BotA,2434.230000,1
356,MomBot2,BotA,2436.510000,1
359,MomBot2,MomBot1,2431.110000,1
359,BotA,BotB,2435.110000,1
359,MomBot1,BotC,2435.110000,1
360,MomBot2,MomBot1,2431.510000,1
360,MomBot1,BotA,2435.510000,1
360,MomBot2,BotB,2435.510000,1
361,MomBot1,BotB,2438.240000,1
364,RSIBot1,BotA,2437.220000,1
364,MomBot1,BotC,2437.220000,1
365,MomBot1,MomBot1,2432.570000,1
366,MomBot2,MomBot1,2433.520000,1
367,MomBot1,BotC,2439.920000,1
369,MomBot2,BotB,2441.270000,1
369,MomBot1,BotC,2441.270000,1
370,BotA,BotC,2441.640000,1
371,BotC,BotC,2440.840000,1
372,BotB,RSIBot1,2437.940000,1
372,MomBot1,BotB,2441.940000,1
374,MomBot1,RSIBot1,2438.060000,1
376,BotC,RSIBot1,2438.270000,1
378,BotC,MomBot1,2437.860000,1
378,MomBot1,RSIBot1,2437.860000,1
379,MomBot2,MomBot1,2436.580000,1
379,BotA,BotB,2440.580000,1
380,BotB,MomBot1,2435.960000,1
380,MomBot2,MomBot2,2435.960000,1
381,BotA,MomBot1,2435.930000,1
381,BotC,MomBot2,2435.930000,1
382,MomBot1,MomBot1,2437.060000,1
382,MomBot2,MomBot2,2437.060000,1
383,MomBot2,MomBot2,2438.530000,1
384,MomBot1,MomBot2,2439.280000,1
387,MomBot1,MomBot1,2437.070000,1
388,MomBot1,MomBot1,2437.060000,1
388,BotA,BotB,2441.060000,1
389,MomBot1,MomBot1,2434.910000,1
389,MomBot2,MomBot2,2434.910000,1
390,MomBot2,MomBot1,2434.470000,1
390,BotA,MomBot2,2434.470000,1
390,BotC,BotB,2438.470000,1
391,MomBot2,MomBot1,2435.710000,1
391,BotB,MomBot2,2435.710000,1
391,MomBot1,BotA,2439.710000,1
392,MomBot2,MomBot1,2436.210000,1
392,MomBot1,MomBot2,2436.210000,1
393,RSIBot1,MomBot2,2434.240000,1
393,BotA,BotB,2438.240000,1
394,BotB,MomBot1,2429.540000,1
394,BotC,MomBot2,2429.540000,1
395,BotB,MomBot1,2428.980000,1
395,RSIBot1,MomBot2,2428.980000,1
396,BotA,MomBot1,2427.830000,1
396,BotA,MomBot2,2427.830000,1
397,BotB,MomBot1,2421.000000,1
397,MomBot1,MomBot2,2421.000000,1
397,MomBot2,BotB,2425.000000,1
397,MomBot2,BotC,2425.000000,1
398,BotA,MomBot1,2416.100000,1
398,BotB,MomBot2,2416.100000,1
398,BotB,BotB,2420.100000,1
399,RSIBot1,MomBot1,2414.220000,1
399,RSIBot1,MomBot2,2414.220000,1
400,BotB,MomBot1,2416.800000,1
400,BotB,MomBot2,2416.800000,1
400,BotB,BotC,2420.800000,1
401,BotC,MomBot1,2418.340000,1
401,BotA,MomBot2,2418.340000,1
401,BotB,BotA,2422.340000,1
401,BotC,BotB,2422.340000,1
402,MomBot1,MomBot2,2421.000000,1
402,MomBot1,BotC,2425.000000,1
403,BotB,MomBot2,2420.210000,1
403,BotA,BotA,2424.210000,1
404,MomBot1,MomBot2,2421.580000,1
405,MomBot2,BotC,2424.090000,1
406,BotC,MomBot1,2417.300000,1
407,BotA,MomBot1,2416.700000,1
408,BotC,MomBot1,2413.450000,1
408,MomBot1,MomBot2,2413.450000,1
409,MomBot2,MomBot1,2418.350000,1
409,BotC,MomBot2,2418.350000,1
409,BotC,BotA,2422.350000,1
410,MomBot2,MomBot2,2419.400000,1
410,BotA,BotC,2423.400000,1
411,BotA,MomBot2,2420.460000,1
412,RSIBot1,MomBot2,2421.010000,1
415,BotA,BotA,2427.170000,1
416,BotC,BotA,2427.010000,1
416,BotB,BotB,2427.010000,1
418,BotC,MomBot1,2420.210000,1
418,BotB,BotA,2424.210000,1
418,MomBot1,BotC,2424.210000,1
419,MomBot2,MomBot1,2419.850000,1
420,BotA,MomBot1,2419.650000,1
420,BotB,MomBot2,2419.650000,1
420,BotA,BotC,2423.650000,1
421,BotB,MomBot1,2418.830000,1
421,BotA,MomBot2,2418.830000,1
421,BotC,BotC,2422.830000,1
422,BotA,MomBot1,2417.080000,1
422,BotA,MomBot2,2417.080000,1
422,BotC,BotB,2421.080000,1
423,BotA,MomBot1,2418.270000,1
423,BotA,MomBot2,2418.270000,1
423,BotB,BotC,2422.270000,1
424,BotC,MomBot1,2416.040000,1
424,BotA,MomBot2,2416.040000,1
424,BotB,BotB,2420.040000,1
425,BotC,MomBot1,2412.270000,1
425,RSIBot1,MomBot2,2412.270000,1
426,BotA,MomBot1,2410.250000,1
426,BotC,MomBot2,2410.250000,1
427,BotA,MomBot1,2409.230000,1
427,BotA,MomBot2,2409.230000,1
428,BotC,MomBot1,2407.820000,1
428,BotA,MomBot2,2407.820000,1
429,BotB,MomBot1,2412.680000,1
429,BotB,MomBot2,2412.680000,1
429,BotC,BotC,2416.680000,1
430,BotB,MomBot2,2413.820000,1
430,BotA,BotB,2417.820000,1
431,MomBot1,MomBot2,2411.270000,1
431,RSIBot1,BotC,2415.270000,1
432,BotC,MomBot1,2406.800000,1
432,BotA,MomBot2,2406.800000,1
433,BotC,MomBot1,2400.480000,1
433,BotA,MomBot2,2400.480000,1
433,BotC,BotA,2404.480000,1
434,RSIBot1,MomBot1,2406.800000,1
